scenario,scenario_note,policy_id,S,L,C,Cbar_zj,Cbar_cash,Cbar_childcare,Cbar_leave,Ebar_zj,share_observed,E_per_10k_yuan
broad_q10_m012,假期实际使用率上界,3-3-1,3,3,1,49157.91014322915,21599.999999999996,0.0,27557.91014322916,0.8375801760090991,0.8333333333333334,0.17038563550986607
broad_q10_m012,假期实际使用率上界,3-3-2,3,3,2,55304.78514322915,21599.999999999996,6146.874999999998,27557.91014322916,0.8620911046116242,0.8333333333333334,0.15588002057669473
broad_q08_m_conservative,新增公共支付月数保守口径,1-1-1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.75,
broad_q08_m_conservative,新增公共支付月数保守口径,1-1-2,1,1,2,6146.874999999998,0.0,6146.874999999998,0.0,0.10190502915236678,0.75,0.16578347396419613
broad_q08_m_conservative,新增公共支付月数保守口径,1-2-1,1,2,1,8008.725660081417,0.0,0.0,8008.725660081417,0.3575891059580797,0.75,0.44649938221812485
broad_q08_m_conservative,新增公共支付月数保守口径,1-2-2,1,2,2,14155.600660081414,0.0,6146.874999999998,8008.725660081417,0.07238565588176035,0.75,0.051135700716598224
broad_q08_m_conservative,新增公共支付月数保守口径,1-3-1,1,3,1,9831.790913912835,0.0,0.0,9831.790913912835,0.4200796152325476,0.6666666666666666,0.4272666281359774
broad_q08_m_conservative,新增公共支付月数保守口径,1-3-2,1,3,2,15978.665913912831,0.0,6146.874999999998,9831.790913912835,0.35633857576241595,0.6666666666666666,0.2230089656309463
broad_q08_m_conservative,新增公共支付月数保守口径,2-1-1,2,1,1,10799.999999999998,10799.999999999998,0.0,0.0,-0.034833947872733965,0.75,-0.03225365543771664
broad_q08_m_conservative,新增公共支付月数保守口径,2-1-2,2,1,2,16946.874999999993,10799.999999999998,6146.874999999998,0.0,0.2504394922701753,0.75,0.1477791582637952
broad_q08_m_conservative,新增公共支付月数保守口径,2-2-1,2,2,1,18808.725660081414,10799.999999999998,0.0,8008.725660081417,0.3727891246921256,0.8333333333333334,0.19820009682171738
broad_q08_m_conservative,新增公共支付月数保守口径,2-2-2,2,2,2,24955.600660081414,10799.999999999998,6146.874999999998,8008.725660081417,0.2709540856063482,0.75,0.10857445961609816
broad_q08_m_conservative,新增公共支付月数保守口径,2-3-1,2,3,1,20631.79091391283,10799.999999999998,0.0,9831.790913912835,0.47436267028097717,0.75,0.22991831986873018
broad_q08_m_conservative,新增公共支付月数保守口径,2-3-2,2,3,2,26778.665913912828,10799.999999999998,6146.874999999998,9831.790913912835,0.5939900418013881,0.75,0.22181465040526205
broad_q08_m_conservative,新增公共支付月数保守口径,3-1-1,3,1,1,21599.999999999996,21599.999999999996,0.0,0.0,0.29818524682562364,0.8333333333333334,0.13804872538223317
broad_q08_m_conservative,新增公共支付月数保守口径,3-1-2,3,1,2,27746.87499999999,21599.999999999996,6146.874999999998,0.0,0.4883422440506473,0.8333333333333334,0.1759990067532461
broad_q08_m_conservative,新增公共支付月数保守口径,3-2-1,3,2,1,29608.725660081414,21599.999999999996,0.0,8008.725660081417,0.6390977962862652,0.8333333333333334,0.21584778879825248
broad_q08_m_conservative,新增公共支付月数保守口径,3-2-2,3,2,2,35755.600660081414,21599.999999999996,6146.874999999998,8008.725660081417,0.4421463142826022,0.8333333333333334,0.1236579182338355
broad_q08_m_conservative,新增公共支付月数保守口径,3-3-1,3,3,1,31431.790913912824,21599.999999999996,0.0,9831.790913912835,0.8375801760090991,0.8333333333333334,0.2664754860144976
broad_q08_m_conservative,新增公共支付月数保守口径,3-3-2,3,3,2,37578.665913912824,21599.999999999996,6146.874999999998,9831.790913912835,0.8620911046116242,0.8333333333333334,0.22940971523218723
broad_q08_m_expanded,新增公共支付月数扩展口径,1-1-1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.75,
broad_q08_m_expanded,新增公共支付月数扩展口径,1-1-2,1,1,2,6146.874999999998,0.0,6146.874999999998,0.0,0.10190502915236678,0.75,0.16578347396419613
broad_q08_m_expanded,新增公共支付月数扩展口径,1-2-1,1,2,1,22046.32811458333,0.0,0.0,22046.32811458333,0.3575891059580797,0.75,0.16219894038569607
broad_q08_m_expanded,新增公共支付月数扩展口径,1-2-2,1,2,2,28193.203114583328,0.0,6146.874999999998,22046.32811458333,0.07238565588176035,0.75,0.025674860563934244
broad_q08_m_expanded,新增公共支付月数扩展口径,1-3-1,1,3,1,37906.99582291666,0.0,0.0,37906.99582291666,0.4200796152325476,0.6666666666666666,0.11081849302829443
broad_q08_m_expanded,新增公共支付月数扩展口径,1-3-2,1,3,2,44053.870822916666,0.0,6146.874999999998,37906.99582291666,0.35633857576241595,0.6666666666666666,0.08088700699985933
broad_q08_m_expanded,新增公共支付月数扩展口径,2-1-1,2,1,1,10799.999999999998,10799.999999999998,0.0,0.0,-0.034833947872733965,0.75,-0.03225365543771664
broad_q08_m_expanded,新增公共支付月数扩展口径,2-1-2,2,1,2,16946.874999999993,10799.999999999998,6146.874999999998,0.0,0.2504394922701753,0.75,0.1477791582637952
broad_q08_m_expanded,新增公共支付月数扩展口径,2-2-1,2,2,1,32846.328114583324,10799.999999999998,0.0,22046.32811458333,0.3727891246921256,0.8333333333333334,0.1134949158979546
broad_q08_m_expanded,新增公共支付月数扩展口径,2-2-2,2,2,2,38993.20311458332,10799.999999999998,6146.874999999998,22046.32811458333,0.2709540856063482,0.75,0.06948751678853804
broad_q08_m_expanded,新增公共支付月数扩展口径,2-3-1,2,3,1,48706.99582291666,10799.999999999998,0.0,37906.99582291666,0.47436267028097717,0.75,0.097391075402312
broad_q08_m_expanded,新增公共支付月数扩展口径,2-3-2,2,3,2,54853.87082291665,10799.999999999998,6146.874999999998,37906.99582291666,0.5939900418013881,0.75,0.10828589357329968
broad_q08_m_expanded,新增公共支付月数扩展口径,3-1-1,3,1,1,21599.999999999996,21599.999999999996,0.0,0.0,0.29818524682562364,0.8333333333333334,0.13804872538223317
broad_q08_m_expanded,新增公共支付月数扩展口径,3-1-2,3,1,2,27746.87499999999,21599.999999999996,6146.874999999998,0.0,0.4883422440506473,0.8333333333333334,0.1759990067532461
broad_q08_m_expanded,新增公共支付月数扩展口径,3-2-1,3,2,1,43646.32811458332,21599.999999999996,0.0,22046.32811458333,0.6390977962862652,0.8333333333333334,0.14642647477892345
broad_q08_m_expanded,新增公共支付月数扩展口径,3-2-2,3,2,2,49793.20311458332,21599.999999999996,6146.874999999998,22046.32811458333,0.4421463142826022,0.8333333333333334,0.08879651973084403
broad_q08_m_expanded,新增公共支付月数扩展口径,3-3-1,3,3,1,59506.99582291666,21599.999999999996,0.0,37906.99582291666,0.8375801760090991,0.8333333333333334,0.14075322815851843
broad_q08_m_expanded,新增公共支付月数扩展口径,3-3-2,3,3,2,65653.87082291665,21599.999999999996,6146.874999999998,37906.99582291666,0.8620911046116242,0.8333333333333334,0.1313084961794376
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,1-1-1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.75,
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,1-1-2,1,1,2,6146.874999999998,0.0,6146.874999999998,0.0,0.10190502915236678,0.75,0.16578347396419613
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,1-2-1,1,2,1,6185.660406249997,0.0,0.0,6185.660406249997,0.3575891059580797,0.75,0.5780936593233784
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,1-2-2,1,2,2,12332.535406249997,0.0,6146.874999999998,6185.660406249997,0.07238565588176035,0.75,0.05869486970625365
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,1-3-1,1,3,1,6185.660406249997,0.0,0.0,6185.660406249997,0.4200796152325476,0.6666666666666666,0.6791184572759583
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,1-3-2,1,3,2,12332.535406249997,0.0,6146.874999999998,6185.660406249997,0.35633857576241595,0.6666666666666666,0.28894186314829257
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,2-1-1,2,1,1,10799.999999999998,10799.999999999998,0.0,0.0,-0.034833947872733965,0.75,-0.03225365543771664
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,2-1-2,2,1,2,16946.874999999993,10799.999999999998,6146.874999999998,0.0,0.2504394922701753,0.75,0.1477791582637952
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,2-2-1,2,2,1,16985.660406249997,10799.999999999998,0.0,6185.660406249997,0.3727891246921256,0.8333333333333334,0.21947284696387495
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,2-2-2,2,2,2,23132.53540624999,10799.999999999998,6146.874999999998,6185.660406249997,0.2709540856063482,0.75,0.1171311664925157
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,2-3-1,2,3,1,16985.660406249997,10799.999999999998,0.0,6185.660406249997,0.47436267028097717,0.75,0.2792724327082578
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,2-3-2,2,3,2,23132.53540624999,10799.999999999998,6146.874999999998,6185.660406249997,0.5939900418013881,0.75,0.25677688648037383
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,3-1-1,3,1,1,21599.999999999996,21599.999999999996,0.0,0.0,0.29818524682562364,0.8333333333333334,0.13804872538223317
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,3-1-2,3,1,2,27746.87499999999,21599.999999999996,6146.874999999998,0.0,0.4883422440506473,0.8333333333333334,0.1759990067532461
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,3-2-1,3,2,1,27785.66040624999,21599.999999999996,0.0,6185.660406249997,0.6390977962862652,0.8333333333333334,0.23000993567981173
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,3-2-2,3,2,2,33932.53540624998,21599.999999999996,6146.874999999998,6185.660406249997,0.4421463142826022,0.8333333333333334,0.13030158489163882
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,3-3-1,3,3,1,27785.66040624999,21599.999999999996,0.0,6185.660406249997,0.8375801760090991,0.8333333333333334,0.30144332139778734
narrow_fiscal_q08_m012,狭义财政口径：仅计企业社保补贴,3-3-2,3,3,2,33932.53540624998,21599.999999999996,6146.874999999998,6185.660406249997,0.8620911046116242,0.8333333333333334,0.2540603271433814
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,1-1-1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.75,
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,1-1-2,1,1,2,6188.746569743713,0.0,6188.746569743713,0.0,0.10190502915236678,0.75,0.16466182288118295
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,1-2-1,1,2,1,14115.994260416666,0.0,0.0,14115.994260416666,0.3575891059580797,0.75,0.2533219406023792
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,1-2-2,1,2,2,20304.74083016038,0.0,6188.746569743713,14115.994260416666,0.07238565588176035,0.75,0.035649633003066804
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,1-3-1,1,3,1,22046.32811458333,0.0,0.0,22046.32811458333,0.4200796152325476,0.6666666666666666,0.19054402758102423
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,1-3-2,1,3,2,28235.074684327046,0.0,6188.746569743713,22046.32811458333,0.35633857576241595,0.6666666666666666,0.12620422639087803
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,2-1-1,2,1,1,10799.999999999998,10799.999999999998,0.0,0.0,-0.034833947872733965,0.75,-0.03225365543771664
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,2-1-2,2,1,2,16988.746569743707,10799.999999999998,6188.746569743713,0.0,0.2504394922701753,0.75,0.14741493213878312
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,2-2-1,2,2,1,24915.994260416657,10799.999999999998,0.0,14115.994260416666,0.3727891246921256,0.8333333333333334,0.14961840205765548
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,2-2-2,2,2,2,31104.740830160372,10799.999999999998,6188.746569743713,14115.994260416666,0.2709540856063482,0.75,0.08711022126364112
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,2-3-1,2,3,1,32846.328114583324,10799.999999999998,0.0,22046.32811458333,0.47436267028097717,0.75,0.14441878210135964
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,2-3-2,2,3,2,39035.07468432703,10799.999999999998,6188.746569743713,22046.32811458333,0.5939900418013881,0.75,0.15216828624126624
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,3-1-1,3,1,1,21599.999999999996,21599.999999999996,0.0,0.0,0.29818524682562364,0.8333333333333334,0.13804872538223317
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,3-1-2,3,1,2,27788.746569743704,21599.999999999996,6188.746569743713,0.0,0.4883422440506473,0.8333333333333334,0.17573381470265834
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,3-2-1,3,2,1,35715.99426041666,21599.999999999996,0.0,14115.994260416666,0.6390977962862652,0.8333333333333334,0.17893882265362687
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,3-2-2,3,2,2,41904.74083016037,21599.999999999996,6188.746569743713,14115.994260416666,0.4421463142826022,0.8333333333333334,0.10551224169948174
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,3-3-1,3,3,1,43646.32811458332,21599.999999999996,0.0,22046.32811458333,0.8375801760090991,0.8333333333333334,0.19190163575965116
main_broad_q08_m012_ug_shrunk,托育使用率小样本收缩稳健性,3-3-2,3,3,2,49835.07468432703,21599.999999999996,6188.746569743713,22046.32811458333,0.8620911046116242,0.8333333333333334,0.17298882565590878
